,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
1781,Al_Yusufiya Health Center / مركز صحي اليوسفية,Al_Yusufiya Health Center,Primary Health Care Center - Main,HF_CM_KHH_90,Baghdad Health Department  Alkharkh / Mahmoudia Primary Health Care Sector ,Mahmoudia Primary Health Care Sector / قطاع المحمودية للرعاية الصحية الأولية,2022-08-21 07:34:52,44.2551,33.0803,56000.0
1814,Health center Alnasr and slam  / مركز صحي النصر والسلام,Health center Alnasr and slam ,Primary Health Care Center - Main,HF_CM_KHH_85,Baghdad Health Department  Alkharkh / Abu Ghraib Primary Health Care Sector ,Abu Ghraib Primary Health Care Sector / قطاع أبي غريب للرعاية الصحية الأولية,2022-08-14 07:34:52,44.037902,33.302696,116479.0
1816,Health center Abu Ghraib  / مركز صحي أبي غريب, Health center Abu Ghraib ,Primary Health Care Center - Main,HF_CM_KHH_91,Baghdad Health Department  Alkharkh / Abu Ghraib Primary Health Care Sector ,Abu Ghraib Primary Health Care Sector / قطاع أبي غريب للرعاية الصحية الأولية,2022-07-25 07:34:52,44.184729,33.304916,64518.0
1864,Alkahalis1 / مركز صحي الخالص,Alkahalis1,Primary Health Care Center - Main,HF_CM_DLL_13,Diyala Health Department / Alkhales primary health care sector ,Alkhales primary health care sector / قطاع الخالص للرعاية الصحية الاولية,2022-07-26 07:34:52,44.511361,33.868718,50031.0
1893,Zuharat / مركز صحي زهيرات,Zuharat,Primary Health Care Center - Main,HF_CM_DLL_72,Diyala Health Department / Muqdadiyah Primary Health Care Sector ,Muqdadiyah Primary Health Care Sector / قطاع المقدادية للرعاية الصحية الاولية,2022-07-10 07:34:52,44.82555,33.93444,151141.0
1901,Al -Zahra / مركز صحي الزهراء,Al -Zahra,Primary Health Care Center - Main,HF_CM_DLL_18,Diyala Health Department / Muqdadiyah Primary Health Care Sector ,Muqdadiyah Primary Health Care Sector / قطاع المقدادية للرعاية الصحية الاولية,2022-07-10 07:34:52,44.9525,33.98972,49574.0
1948,Primary care health sactor  / مركز صحي بهرز الثاني,Primary care health sactor ,Primary Health Care Center - Main,HF_CM_DLL_56,"Diyala Health Department / Baquba, the first sector of primary health care ","Baquba, the first sector of primary health care / قطاع بعقوبة الاول للرعاية الصحية الاولية",2022-08-15 07:34:52,44.653026,33.704394,39000.0
1952,Primery care health sector / مركز صحي التحرير الاول,Primery care health sector,Primary Health Care Center - Main,HF_CM_DLL_5,"Diyala Health Department / Baquba, the first sector of primary health care ","Baquba, the first sector of primary health care / قطاع بعقوبة الاول للرعاية الصحية الاولية",2022-07-31 07:34:52,44.651075,33.734456,40000.0
1955,Primery care health sector / مركز صحي التكية,Primery care health sector,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_DLL_7,"Diyala Health Department / Baquba, the first sector of primary health care ","Baquba, the first sector of primary health care / قطاع بعقوبة الاول للرعاية الصحية الاولية",2022-08-10 07:34:52,44.646922,33.756278,60000.0
1991,Bani Saad health center  / مركز صحي بني سعد,Bani Saad health center ,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_DLL_54,Diyala Health Department / Baquba Second Primary Health Care Sector ,Baquba Second Primary Health Care Sector / قطاع بعقوبة الثاني للرعاية الصحية الاولية,2022-07-31 07:34:52,44.540555,33.568447,83819.0
1996,AL_Razi health  center   / مركز صحي الرازي,AL_Razi health  center  ,Primary Health Care Center - Main,HF_CS_DLL_16,Diyala Health Department / Baquba Second Primary Health Care Sector ,Baquba Second Primary Health Care Sector / قطاع بعقوبة الثاني للرعاية الصحية الاولية,2022-07-24 07:34:52,44.61292,33.71628,39946.0
1997,Yarmouk health center / مركز صحي اليرموك,Yarmouk health center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_DLL_50,Diyala Health Department / Baquba Second Primary Health Care Sector ,Baquba Second Primary Health Care Sector / قطاع بعقوبة الثاني للرعاية الصحية الاولية,2022-07-25 07:34:52,44.596649,33.741526,46660.0
2005,Baladrooz first health center  / مركز صحي بلدروز الاول,Baladrooz first health center ,Primary Health Care Center - Main,HF_CM_DLL_53,Diyala Health Department / Baladrooz Primary Health Care Sector ,Baladrooz Primary Health Care Sector / قطاع بلدروز للرعاية الصحية الاولية,2022-07-24 07:34:52,45.061667,33.686667,97647.0
2024,Praimary health center Jalawla / مركز صحي جلولاء النموذجي,Praimary health center Jalawla,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_DLL_60,Diyala Health Department / Jalawla Primary Health Care Sector ,Jalawla Primary Health Care Sector / قطاع جلولاء للرعاية الصحية الاولية,2022-07-29 07:34:52,45.158889,34.262778,62967.0
2026,Praimary healh center Qaratapa / مركز صحي قرة تبة,Praimary healh center Qaratapa,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_DLL_85,Diyala Health Department / Jalawla Primary Health Care Sector ,Jalawla Primary Health Care Sector / قطاع جلولاء للرعاية الصحية الاولية,2022-08-09 07:34:52,44.935972,34.429528,46000.0
2120,AL shaheed Saeed Al asadi primary Health care center / مركز صحي الشهيد سعيد الاسدي,AL shaheed Saeed Al asadi primary Health care center,Primary Health Care Center - Main,HF_CM_THR_97,Dhi Qar Health Department / Al-Ahwar Primary Health Care Sector ,Al-Ahwar Primary Health Care Sector / قطاع الاهوار للرعاية الصحية الاولية,2022-08-03 07:34:52,46.99626,30.966905,52326.0
2149,Al-Batha Health Sector / قطاع البطحاء للرعاية الصحية الأولية,Al-Batha Health Sector,Health Sector,HS_HM_SS_THR_10,Dhi Qar Health Department / Al Batha Primary Health Care Sector ,Al Batha Primary Health Care Sector / قطاع البطحاء للرعاية الصحية الأولية,2022-10-29 07:34:53,45.875715,31.119404,53818.0
2163,Dawaya Health Center / مركز صحي الدواية,Dawaya Health Center,Primary Health Care Center - Main,HF_CM_THR_83,Dhi Qar Health Department / Aldwaiah sector for primary health care ,Aldwaiah sector for primary health care / قطاع الدواية للرعاية الصحية الأولية,2022-10-10 07:34:53,46.383833,31.486308,58299.0
2165,Mohammed Ghayyad Al-Zuhairi Health Center / مركز صحي الشهيد محمد غياض الزهيري الدواية,Mohammed Ghayyad Al-Zuhairi Health Center,Primary Health Care Center - Main,HF_CM_THR_101,Dhi Qar Health Department / Aldwaiah sector for primary health care ,Aldwaiah sector for primary health care / قطاع الدواية للرعاية الصحية الأولية,2022-09-10 07:34:53,46.373949,31.498725,46000.0
2173,Al-Hakim health center / مركز صحي الحكيم,Al-Hakim health center,Primary Health Care Center - Main,HF_CM_THR_76,Dhi Qar Health Department / Al Rifai Primary Health Care Sector ,Al Rifai Primary Health Care Sector / قطاع الرفاعي للرعاية الصحية الاولية,2022-08-14 07:34:53,46.104907,31.718886,46602.0
2176,Sayed Al Shuhada Health Center / مركز صحي سيد الشهداء,Sayed Al Shuhada Health Center,Primary Health Care Center - Main,HF_CM_THR_146,Dhi Qar Health Department / Al Rifai Primary Health Care Sector ,Al Rifai Primary Health Care Sector / قطاع الرفاعي للرعاية الصحية الاولية,2022-08-13 07:34:53,46.110693,31.727099,57807.0
2191,Hayu Alzuhur Health Center / مركز حي الزهور الصحي,Hayu Alzuhur Health Center,Primary Health Care Center - Main,HF_CM_THR_8,Dhi Qar Health Department / Shatrah Primary Health Care Sector ,Shatrah Primary Health Care Sector / قطاع الشطرة للرعاية الصحية الاولية,2022-10-10 07:34:53,46.175559,31.395907,42506.0
2197,Al-khalisa Health Center / مركز صحي الخالصة, Al-khalisa Health Center,Primary Health Care Center - Main,HF_CM_THR_80,Dhi Qar Health Department / Shatrah Primary Health Care Sector ,Shatrah Primary Health Care Sector / قطاع الشطرة للرعاية الصحية الاولية,2022-10-10 07:34:53,46.167138,31.424607,48268.0
2198,Al-Fatahia Health Center / مركز صحي الفتاحية,Al-Fatahia Health Center,Primary Health Care Center - Main,HF_CM_THR_121,Dhi Qar Health Department / Shatrah Primary Health Care Sector ,Shatrah Primary Health Care Sector / قطاع الشطرة للرعاية الصحية الاولية,2022-10-10 07:34:53,46.177868,31.41533,49837.0
2206,model health center / مركز صحي الغراف النموذجي,model health center,Primary Health Care Center - Main,HF_CM_THR_119,Dhi Qar Health Department / Al Gharraf Primary Health Care Sector,Al Gharraf Primary Health Care Sector / قطاع الغراف  للرعاية الصحية الاولية,2022-07-23 07:34:53,46.247878,31.296261,39432.0
2216,The main health center / مركز صحي الغراف,The main health center,Primary Health Care Center - Main,HF_CM_THR_118,Dhi Qar Health Department / Al Gharraf Primary Health Care Sector,Al Gharraf Primary Health Care Sector / قطاع الغراف  للرعاية الصحية الاولية,2022-07-24 07:34:53,46.244182,31.294669,57114.0
2259,Eridu health  center / مركز صحي اريدو,Eridu health  center,Primary Health Care Center - Main,HF_CM_THR_31,Dhi Qar Health Department / Nasiriyah Second Sector for Primary Health Care ,Nasiriyah Second Sector for Primary Health Care / قطاع الناصرية الثاني للرعاية الصحية الاولية,2022-07-31 07:34:53,46.255038,31.078033,42856.0
2262,alimam Al mahdi health center / مركز صحي الامام المهدي,alimam Al mahdi health center,Primary Health Care Center - Main,HF_CM_THR_57,Dhi Qar Health Department / Nasiriyah Second Sector for Primary Health Care ,Nasiriyah Second Sector for Primary Health Care / قطاع الناصرية الثاني للرعاية الصحية الاولية,2022-07-31 07:34:53,46.272921,31.052996,38371.0
2270,Al-shaheed Walid health Center  / مركز صحي الشهيد وليد حسب الخفاجي,Al-shaheed Walid health Center ,Primary Health Care Center - Main,HF_CM_THR_103,Dhi Qar Health Department / Nasiriyah Second Sector for Primary Health Care ,Nasiriyah Second Sector for Primary Health Care / قطاع الناصرية الثاني للرعاية الصحية الاولية,2022-07-10 07:34:53,46.271159,31.072067,47839.0
2271,Al-Sader Health Center / مركز صحي الصدر,Al-Sader Health Center,Primary Health Care Center - Main,HF_CM_THR_106,Dhi Qar Health Department / Nasiriyah Second Sector for Primary Health Care ,Nasiriyah Second Sector for Primary Health Care / قطاع الناصرية الثاني للرعاية الصحية الاولية,2022-07-25 07:34:53,46.237173,31.081036,71261.0
2334,Syed Dakhil healthy center / مركز صحي سيد دخيل,Syed Dakhil healthy center,Primary Health Care Center - Main,HF_CM_THR_147,Dhi Qar Health Department / Syed Dakhil Primary Health Care Sector ,Syed Dakhil Primary Health Care Sector / قطاع سيد دخيل للرعاية الصحية الأولية,2022-07-26 07:34:53,46.440547,31.132032,43853.0
2343,Qalat suker Primary Health Care Center  / مركز قلعة سكر, Qalat suker Primary Health Care Center ,Primary Health Care Center - Main,HF_CM_THR_161,Dhi Qar Health Department / Qalaat Sukkar Primary Health Care Sector ,Qalaat Sukkar Primary Health Care Sector / قطاع قلعة سكر للرعاية الصحية الاولية,2022-08-12 07:34:53,46.073535,31.865295,44348.0
2344,Alnamothegy Primary Health Care Center / مركز قلعة سكر النموذجي, Alnamothegy Primary Health Care Center,Primary Health Care Center - Main,HF_CM_THR_162,Dhi Qar Health Department / Qalaat Sukkar Primary Health Care Sector ,Qalaat Sukkar Primary Health Care Sector / قطاع قلعة سكر للرعاية الصحية الاولية,2022-08-13 07:34:53,46.082125,31.850273,39863.0
2441,Al sharqat / مركز صحي الشرقاط,Al sharqat,Primary Health Care Center - Main,HF_CM_SLL_50,Salahuddin Health Department / Sharqat Primary Health Care Sector ,Sharqat Primary Health Care Sector / قطاع الشرقاط للرعاية الصحية الاولية,2022-07-19 07:34:53,43.235373,35.523376,45500.0
